Category,Course Type,District,Region,Local Course,AP/IB/PLTW/DCE/OLL,Standard,Course Level,College Relationship(s),Fullfills Grad Req
E - Media Technology,10202 - Computer Graphics,JACKSON COUNTY CENTRAL SCHOOL DIST. 2895-01,8,1207 GraphicDesign,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,JORDAN PUBLIC SCHOOL DISTRICT 0717-01,11,3065 COMP GRAPHICS,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,KASSON-MANTORVILLE SCHOOL DISTRICT 0204-01,10,03227 Digital Graphics,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,LAKEVIEW SCHOOL DISTRICT 2167-01,8,10202 Digital Media,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MABEL-CANTON PUBLIC SCHOOL DIST. 0238-01,10,049 Graphic Design,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11860971 3-D Computer Modeling B,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863840 3-D Computer Modeling A,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MONTEVIDEO PUBLIC SCHOOL DISTRICT 0129-01,06W,093 Everyday Living,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MONTEVIDEO PUBLIC SCHOOL DISTRICT 0129-01,06W,115 Bldg 1 hr,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MONTEVIDEO PUBLIC SCHOOL DISTRICT 0129-01,06W,219 Physics Indep,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,MOORHEAD PUBLIC SCHOOL DISTRICT 0152-01,4,BUS07 Digi Tools I,N/A,NATIONAL,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,MOUNDS VIEW PUBLIC SCHOOL DISTRICT 0621-01,11,3832S Photoshop for Publishing,N/A,NATIONAL,ARTICULATED,CENTURY COLLEGE,No
E - Media Technology,10202 - Computer Graphics,NORTHFIELD PUBLIC SCHOOL DISTRICT 0659-01,10,4006412 ADOBE ILLUSTRATOR,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,105500 GAME:IT GAME,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,105600 GAME:IT GAME-FLEX,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,PEQUOT LAKES PUBLIC SCHOOLS 0186-01,5,2008CY 8TH GRADE COMPUTER/YEARBOOK,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,RED LAKE PUBLIC SCHOOL DISTRICT 0038-01,2,1386 Computer Design,N/A,NATIONAL,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,RICHFIELD PUBLIC SCHOOL DISTRICT 0280-01,11,1162 INTRO GRPH/WEB DSG,N/A,STATE,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,ROBBINSDALE PUBLIC SCHOOL DISTRICT 0281-01,11,9641 Computer Graphic Design I,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,ROBBINSDALE PUBLIC SCHOOL DISTRICT 0281-01,11,9740 Computer Graphic Design II,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1544 Multimedia A/Graphic Design,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1553 Adv Multi Production A,N/A,STATE,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,SAUK CENTRE PUBLIC SCHOOL DISTRICT 0743-01,07W,5504 DIGITAL GRAPHICS,N/A,STATE,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,1264 DIGITAL CREATIONS,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,1268 ANIMATION,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,1270 Digital Life,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,THIEF RIVER FALLS SCHOOL DISTRICT 0564-01,1,280 ADOBE PHOTOSHOP,N/A,NATIONAL,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,9,322 Intro to Graphic Design,N/A,STATE,GENERAL,,Yes
E - Media Technology,10202 - Computer Graphics,TRUMAN PUBLIC SCHOOL DISTRICT 0458-01,9,097 Computer Aided Drawing (CAD) A,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10202 - Computer Graphics,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH 0435-01,2,030013 Graphic Design/Digital Media,N/A,LOCAL,GENERAL,,Yes
E - Media Technology,10203 - Interactive Media,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70390 VideoGameDesignMkt,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,BRANDON-EVANSVILLE PUBLIC SCHOOLS 2908-01,4,BUS01 YEARBOOK,N/A,LOCAL,GENERAL,,No
E - Media Technology,10203 - Interactive Media,BROWERVILLE PUBLIC SCHOOL DISTRICT 0787-01,5,043 HEALTH 7 QRT,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,0630 INTRO TO MEDIA PROD,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,0650 ADVANCED MEDIA PROD A,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,0661 ADVANCED MEDIA PROD B,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,CANBY PUBLIC SCHOOL DISTRICT 0891-01,06W,071 Video Prod,N/A,LOCAL,GENERAL,,Yes
E - Media Technology,10203 - Interactive Media,CHATFIELD PUBLIC SCHOOLS 0227-01,10,300TE02 Media Production,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,CLOQUET PUBLIC SCHOOL DISTRICT 0094-01,3,2040 Computer Creations,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,FARMINGTON PUBLIC SCHOOL DISTRICT 0192-01,11,20306 TE-Web Animation using Flash,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,FERGUS FALLS PUBLIC SCHOOL DISTRICT 0544-01,4,IQ0824 Game Design,OLL,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1504 iPad Creation Apps,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1554 Multimedia Mania,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,JANESVILLE-WALDORF-PEMBERTON 2835-01,9,108 Game Design,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,MANKATO PUBLIC SCHOOL DISTRICT 0077-01,9,BEB-1030 Multimedia Presentations,N/A,NONE_ADDRESSED,GENERAL,,Yes
E - Media Technology,10203 - Interactive Media,MANKATO PUBLIC SCHOOL DISTRICT 0077-01,9,ITN-1000 GAME-IT,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,MANKATO PUBLIC SCHOOL DISTRICT 0077-01,9,ITN-100A GAME-IT,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,MANKATO PUBLIC SCHOOL DISTRICT 0077-01,9,ITN-100B GAME-IT,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,MONTICELLO PUBLIC SCHOOL DISTRICT 0882-01,07W,5120 Multimedia,N/A,NATIONAL,GENERAL,,Yes
E - Media Technology,10203 - Interactive Media,NEW YORK MILLS PUBLIC SCHOOL DIST. 0553-01,4,043 Flash Gaming,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D9517 Media Studies,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D9517DC Media Studies - Digital Citizenship,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,North St. Paul-Maplewood Oakdale 0622-01,11,11208 Video Game Design,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,PAYNESVILLE PUBLIC SCHOOL DISTRICT 0741-01,07W,272 Comp App II/Comp App AG II,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,PERHAM-DENT PUBLIC SCHOOL DISTRICT 0549-01,4,000713 Multimedia Applications,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10203 - Interactive Media,PILLAGER PUBLIC SCHOOL DISTRICT 0116-01,5,210 MEDIA DESIGN,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,RED LAKE FALLS PUBLIC SCHOOL DIST. 0630-01,1,110 Multi M/Web Design,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1545 Multimedia B/Video Production,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1554 Adv Multi Production B,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,3152 Intro to Computer Animation,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,3153 Computer Animation Design Lab,N/A,STATE,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROYALTON PUBLIC SCHOOL DISTRICT 0485-01,5,40011019 GameIT,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,ROYALTON PUBLIC SCHOOL DISTRICT 0485-01,5,40011020 Advanced GameIt,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,STEPHEN-ARGYLE CENTRAL SCHOOLS 2856-01,1,122 Interactive Media,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,WESTONKA PUBLIC SCHOOL DISTRICT 0277-01,11,3100261 COMPUTER SCIENCE II,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400135 MASS MEDIA I,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400144 FILM PRODUCTION,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10203 - Interactive Media,WORTHINGTON PUBLIC SCHOOL DISTRICT 0518-01,8,2035 GAME DESIGN,OLL,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,HS7030 Computer Animation,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10204 - Animation,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,HS7032 Animation in Entertainment,N/A,STATE,GENERAL,,No
E - Media Technology,10204 - Animation,BUFFALO-HANOVER-MONTROSE PUBLIC SCH 0877-01,07W,2501 Animation Hybrid,N/A,LOCAL,GENERAL,,No
E - Media Technology,10204 - Animation,BUFFALO-HANOVER-MONTROSE PUBLIC SCH 0877-01,07W,3023 Illustrations/Animations,N/A,LOCAL,GENERAL,,No
E - Media Technology,10204 - Animation,HERMAN-NORCROSS SCHOOL DISTRICT 0264-01,4,1108 Computer 9,N/A,STATE,GENERAL,,Yes
E - Media Technology,10204 - Animation,HERMAN-NORCROSS SCHOOL DISTRICT 0264-01,4,1122 Flash/Video Media,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10204 - Animation,JACKSON COUNTY CENTRAL SCHOOL DIST. 2895-01,8,1209 Video Gaming,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10204 - Animation,LITTLE FALLS PUBLIC SCHOOL DISTRICT 0482-01,5,3001720 Graphics & Animation,N/A,LOCAL,GENERAL,,Yes
E - Media Technology,10204 - Animation,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,144 Computer Animation,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10204 - Animation,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863805 2-D Animation,N/A,STATE,GENERAL,,No
E - Media Technology,10204 - Animation,NORTHFIELD PUBLIC SCHOOL DISTRICT 0659-01,10,4003197 3D ANIMATION,N/A,NONE_ADDRESSED,ARTICULATED,ART INSTITUTES INTL MINNESOTA,No
E - Media Technology,10204 - Animation,NORTHFIELD PUBLIC SCHOOL DISTRICT 0659-01,10,4003198 ADV 3D ANIMATION,N/A,NONE_ADDRESSED,ADVANCED,,No
E - Media Technology,10204 - Animation,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1546 Multimedia C/3D Mod/Video Game,N/A,STATE,GENERAL,,No
E - Media Technology,10204 - Animation,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,1555 Adv Multi Production C,N/A,STATE,GENERAL,,No
E - Media Technology,10204 - Animation,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T403101 Computer Animation,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T403111 2D Animation,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T403112 2D Animation,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T403113 2D Animation,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T403114 2D Animation,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,WACONIA PUBLIC SCHOOL DISTRICT 0110-01,11,675 Game Design I,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10204 - Animation,WACONIA PUBLIC SCHOOL DISTRICT 0110-01,11,676 Game Design II,N/A,NONE_ADDRESSED,ADVANCED,,No
E - Media Technology,10204 - Animation,WAYZATA PUBLIC SCHOOL DISTRICT 0284-01,11,050923 ANIMATION,N/A,NATIONAL,GENERAL,,Yes
E - Media Technology,10204 - Animation,WILLMAR PUBLIC SCHOOL DISTRICT 0347-01,06E,2191 Game Design I,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,FARMINGTON PUBLIC SCHOOL DISTRICT 0192-01,11,30040 VT-Video Game Animation/Des A,N/A,COMBINATION,ARTICULATED,DAKOTA COUNTY TECHNICAL COLLEGE,No
E - Media Technology,10205 - Particular Topics in Media Technology,FARMINGTON PUBLIC SCHOOL DISTRICT 0192-01,11,30041 VT-Video Game Animation/Des B,N/A,COMBINATION,ARTICULATED,DAKOTA COUNTY TECHNICAL COLLEGE,No
E - Media Technology,10205 - Particular Topics in Media Technology,FARMINGTON PUBLIC SCHOOL DISTRICT 0192-01,11,30042 VT-Video Game Animation/Des C,N/A,COMBINATION,ARTICULATED,DAKOTA COUNTY TECHNICAL COLLEGE,No
E - Media Technology,10205 - Particular Topics in Media Technology,GOODRIDGE PUBLIC SCHOOL DISTRICT 0561-01,1,4300 Graphic Design,N/A,LOCAL,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1555 Advanced Multimedia Mania,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,1200 Media-Tech,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,2200 Media-Tech,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,3200 Media-Tech,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,5200 Media-Tech,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,K200 Media-Tech,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,MAHNOMEN PUBLIC SCHOOL DISTRICT 0432-01,2,1210 Technology 7,N/A,LOCAL,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,109 Game Design,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,256 TV Media and You,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,259AB TV Media and You,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0744656 AIRBRUSH I,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10205 - Particular Topics in Media Technology,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0744657 AIRBRUSH II,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10205 - Particular Topics in Media Technology,NEW LONDON-SPICER SCHOOL DISTRICT 0345-01,06E,1316 Advanced Web Page Design,N/A,NONE_ADDRESSED,GENERAL,,Yes
E - Media Technology,10205 - Particular Topics in Media Technology,NEW LONDON-SPICER SCHOOL DISTRICT 0345-01,06E,2117 Advanced Web Page Design II,N/A,NONE_ADDRESSED,GENERAL,,Yes
E - Media Technology,10205 - Particular Topics in Media Technology,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D9514A TechandResearch,N/A,STATE,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,NORTHLAND COMMUNITY SCHOOLS 0118-01,5,TP10205NL Multi-Media Literacy,N/A,NONE_ADDRESSED,BASIC,,No
E - Media Technology,10205 - Particular Topics in Media Technology,PRIOR LAKE-SAVAGE AREA SCHOOLS 0719-01,11,6731 Discover Coding 6,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10205 - Particular Topics in Media Technology,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400136 MASS MEDIA II,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,ADA-BORUP PUBLIC SCHOOL DISTRICT 2854-01,1,001750 Computers 6,N/A,LOCAL,BASIC,,No
E - Media Technology,10206 - Computer Gaming and Design,ALBERT LEA PUBLIC SCHOOL DISTRICT 0241-01,10,3107052 GAME Programming & Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BELLE PLAINE PUBLIC SCHOOL DISTRICT 0716-01,11,4071 Game Design,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,AR2023 Video Game Design,N/A,NONE_ADDRESSED,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,AR2025A Adv Video Game & Mobile App A,N/A,NONE_ADDRESSED,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,BLOOMINGTON PUBLIC SCHOOL DISTRICT 0271-01,11,BS2011 Video Game Programming,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BLUE EARTH AREA PUBLIC SCHOOL 2860-01,9,025 Advanced Computer Science,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BLUE EARTH AREA PUBLIC SCHOOL 2860-01,9,030 Intro IT/Video Game Design,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BRAINERD PUBLIC SCHOOL DISTRICT 0181-01,5,300264 Intro to Video Game Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BRAINERD PUBLIC SCHOOL DISTRICT 0181-01,5,300265 Intermediate Video Game Design,N/A,STATE,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,HS7060 Photography,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,BROOKLYN CENTER SCHOOL DISTRICT 0286-01,11,IS0075 Game Design,OLL,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,CANNON FALLS PUBLIC SCHOOL DISTRICT 0252-01,10,7315 OL Game Development,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1645 Game: IT 1,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1646 Game: IT 2,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,3169 IQ Acad On-line: Game Design,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,HOWARD LAKE-WAVERLY-WINSTED 2687-01,07W,750 GAME:IT,N/A,NATIONAL,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,INTERMEDIATE SCHOOL DISTRICT 917 0917-06,11,25451 Video Game Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,DC415021 Video Game Animation & Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,DC415022 Video Game Animation & Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,INVER GROVE HEIGHTS SCHOOLS 0199-01,11,DC415023 Video Game Animation & Design,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,LAKE PARK AUDUBON SCHOOL DISTRICT 2889-01,4,9945 Intro to Gaming,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,TCH071 Game Design,N/A,NONE_ADDRESSED,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,741 App and Game Design I,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,742 App and Game Design II,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,781 Coding 7,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,782 Coding 7,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,783 Coding 8,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,784 Coding 8,N/A,COMBINATION,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863724 Game Design 1 A,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863738 Game Design I B,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863760 Game Design II,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,MINNETONKA PUBLIC SCHOOL DISTRICT 0276-01,11,0744658 VIDEO GAME DESIGN,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,MONTICELLO PUBLIC SCHOOL DISTRICT 0882-01,07W,6428 Game Design and Programming I,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,MONTICELLO PUBLIC SCHOOL DISTRICT 0882-01,07W,6429 Game Design And Programing 2,N/A,COMBINATION,GENERAL,,Yes
E - Media Technology,10206 - Computer Gaming and Design,NEW YORK MILLS PUBLIC SCHOOL DIST. 0553-01,4,099 Software Gaming,N/A,LOCAL,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,ORONO PUBLIC SCHOOL DISTRICT 0278-01,11,1203014011 VIDEO GAME DEVELOPMENT,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012501 CMPT GAMING A,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012502 CMPT GAMING B,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012503 CMPT GAMING C,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012701 CMPT GAMING A-FLEX,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012702 CMPT GAMING B-FLEX,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,012703 CMPT GAMING C-FLEX,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,015101 TECH LAB-COMPUTER GAMING,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,015102 TECH LAB-COMPUTER GAMING,N/A,STATE,GENERAL,,No
E - Media Technology,10206 - Computer Gaming and Design,OSSEO PUBLIC SCHOOL DISTRICT 0279-01,11,015103 TECH LAB-COMPUTER GAMING,N/A,STATE,GENERAL,,No
